"CMS Certification Number (CCN)","Provider Name","Address Line 1",City/Town,State,"ZIP Code",County/Parish,"Telephone Number","CMS Region","Measure Code",Score,Footnote,"Start Date","End Date","Measure Date Range",LOCATION1
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_005_02_DTC_RS_RATE,46.75,-,10/01/2022,09/30/2024,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_005_02_DTC_RS_RATE_2_5,34.51,-,10/01/2022,09/30/2024,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_005_02_DTC_RS_RATE_97_5,57.83,-,10/01/2022,09/30/2024,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_005_02_DTC_VOLUME,56,-,10/01/2022,09/30/2024,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_006_01_MSPB_NUMB,69,-,10/01/2022,09/30/2024,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_006_01_MSPB_SCORE,0.98,-,10/01/2022,09/30/2024,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_007_02_DENOMINATOR,35,-,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_007_02_NUMERATOR,30,-,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_007_02_OBS_RATE,85.71,-,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_013_02_DENOMINATOR,35,-,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_013_02_NUMERATOR,1,-,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_013_02_OBS_RATE,2.86,-,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_024_06_DENOMINATOR,20,-,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_024_06_NUMERATOR,7,-,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_024_06_OBS_RATE,35.00,-,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_025_06_DENOMINATOR,20,-,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_025_06_NUMERATOR,5,-,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_025_06_OBS_RATE,25.00,-,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_038_02_DENOMINATOR,35,-,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_038_02_NUMERATOR,0,-,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_038_02_OBS_RATE,0.00,-,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_038_02_ADJ_RATE,0.00,-,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_039_01_HAI_NUMBER,1,-,10/01/2023,09/30/2024,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_039_01_HAI_VOLUME,35,-,10/01/2023,09/30/2024,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_039_01_HAI_OBS_RATE,2.86,-,10/01/2023,09/30/2024,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_039_01_HAI_RS_RATE,6.40,-,10/01/2023,09/30/2024,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_039_01_HAI_RS_RATE_2_5,3.40,-,10/01/2023,09/30/2024,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_039_01_HAI_RS_RATE_97_5,13.20,-,10/01/2023,09/30/2024,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_039_01_HAI_COMP_PERF,"No Different than the National Rate",-,10/01/2023,09/30/2024,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_040_02_DENOMINATOR,116,-,01/01/2025,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_040_02_NUMERATOR,7,-,01/01/2025,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_040_02_OBS_RATE,6.03,-,01/01/2025,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_041_01_DENOMINATOR,"Not Available",10,10/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_041_01_NUMERATOR,"Not Available",10,10/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_041_01_OBS_RATE,"Not Available",10,10/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_042_02_DENOMINATOR,20,-,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_042_02_NUMERATOR,5,-,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_042_02_OBS_RATE,25.00,-,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_043_02_DENOMINATOR,10,9,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_043_02_NUMERATOR,"Not Available",9,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_043_02_OBS_RATE,"Not Available",9,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_044_02_DENOMINATOR,19,9,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_044_02_NUMERATOR,"Not Available",9,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_044_02_OBS_RATE,"Not Available",9,04/01/2024,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_045_01_DENOMINATOR,16,9,01/01/2025,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_045_01_NUMERATOR,"Not Available",9,01/01/2025,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075011,"AUTUMN LAKE HEALTHCARE AT WINDSOR","581 POQUONOCK AVE",WINDSOR,CT,06095,Capitol,(860)688-7211,1,S_045_01_OBS_RATE,"Not Available",9,01/01/2025,03/31/2025,-,"581 POQUONOCK AVE, WINDSOR, CT, 06095"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_004_01_PPR_PD_COMP_PERF,"No Different than the National Rate",-,10/01/2022,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_004_01_PPR_PD_OBS,14.75,-,10/01/2022,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_004_01_PPR_PD_OBS_READM,32,-,10/01/2022,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_004_01_PPR_PD_RSRR,11.30,-,10/01/2022,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_004_01_PPR_PD_RSRR_2_5,8.53,-,10/01/2022,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_004_01_PPR_PD_RSRR_97_5,14.63,-,10/01/2022,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_004_01_PPR_PD_VOLUME,217,-,10/01/2022,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_005_02_DTC_COMP_PERF,"Better than the National Rate",-,10/01/2022,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_005_02_DTC_NUMBER,108,-,10/01/2022,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_005_02_DTC_OBS_RATE,52.17,-,10/01/2022,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_005_02_DTC_RS_RATE,61.87,-,10/01/2022,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_005_02_DTC_RS_RATE_2_5,55.65,-,10/01/2022,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_005_02_DTC_RS_RATE_97_5,69.48,-,10/01/2022,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_005_02_DTC_VOLUME,207,-,10/01/2022,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_006_01_MSPB_NUMB,213,-,10/01/2022,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_006_01_MSPB_SCORE,0.97,-,10/01/2022,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_007_02_DENOMINATOR,122,-,04/01/2024,03/31/2025,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_007_02_NUMERATOR,122,-,04/01/2024,03/31/2025,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_007_02_OBS_RATE,100.00,-,04/01/2024,03/31/2025,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_013_02_DENOMINATOR,122,-,04/01/2024,03/31/2025,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_013_02_NUMERATOR,0,-,04/01/2024,03/31/2025,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_013_02_OBS_RATE,0.00,-,04/01/2024,03/31/2025,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_024_06_DENOMINATOR,78,-,04/01/2024,03/31/2025,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_024_06_NUMERATOR,38,-,04/01/2024,03/31/2025,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_024_06_OBS_RATE,48.72,-,04/01/2024,03/31/2025,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_025_06_DENOMINATOR,78,-,04/01/2024,03/31/2025,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_025_06_NUMERATOR,45,-,04/01/2024,03/31/2025,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_025_06_OBS_RATE,57.69,-,04/01/2024,03/31/2025,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_038_02_DENOMINATOR,122,-,04/01/2024,03/31/2025,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_038_02_NUMERATOR,4,-,04/01/2024,03/31/2025,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_038_02_OBS_RATE,3.28,-,04/01/2024,03/31/2025,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_038_02_ADJ_RATE,4.00,-,04/01/2024,03/31/2025,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_039_01_HAI_NUMBER,10,-,10/01/2023,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_039_01_HAI_VOLUME,102,-,10/01/2023,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_039_01_HAI_OBS_RATE,9.80,-,10/01/2023,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_039_01_HAI_RS_RATE,7.74,-,10/01/2023,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
075017,"MONTOWESE CENTER FOR HEALTH & REHABILITATION","163 QUINNIPIAC AVENUE","NORTH HAVEN",CT,06473,"South Central Ct",(203)624-3303,1,S_039_01_HAI_RS_RATE_2_5,4.48,-,10/01/2023,09/30/2024,-,"163 QUINNIPIAC AVENUE, NORTH HAVEN, CT, 06473"
